Tide Gauge Name,Latitude,Longitude,Start Year,End Year,Mean Amplitude (cm),Minimum Amplitude (cm),Maximum Amplitude (cm),Std of Amplitude (cm),Ratio: Mean/Max,Trends Post-1970 (mm/yr),Significant,Phase Mean (degrees),Phase Circular Std (degrees),ENSO,SigENSO,NAO,SigNAO,AMO,SigAMO,PDO,SigPDO,,,,,
'FUKAURA',40.65,139.93,1974,2017,13.01,10.36,15.56,1.05,0.84,-0.09,NaN,245.82,4.12,-0.40,NaN,-1.15,NaN,-1.62,NaN,-2.64,1,,,,,
'KAGOSHIMA_II',31.58,130.57,1974,2017,16.95,14.84,19.15,1.03,0.89,-0.13,NaN,234.17,2.42,0.15,NaN,0.10,NaN,-1.14,NaN,-2.31,1,,,,,
'SHEDIAC_BAY',46.25,-64.53,1974,2017,3.11,0.88,6.16,0.83,0.51,NaN,NaN,313.98,38.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
'KUSHIMOTO',33.48,135.77,1902,2017,13.46,11.25,15.74,0.90,0.85,0.11,NaN,237.60,4.66,-15.70,NaN,-0.39,NaN,-2.13,1,-1.90,NaN,,,,,
'OGI',37.81,138.28,1976,2017,13.66,12.07,15.73,0.83,0.87,-0.08,NaN,249.71,3.28,1.06,NaN,-0.28,NaN,-0.70,NaN,-0.93,NaN,,,,,
'DUNEDIN_II',-45.88,170.51,1902,2017,2.34,0.08,6.09,1.24,0.38,NaN,NaN,76.08,41.19,1.49,NaN,0.92,NaN,-1.77,NaN,-0.04,NaN,,,,,
'GOODS_ISLAND',-10.56,142.15,1977,2017,26.91,24.71,29.64,1.04,0.91,0.13,NaN,32.97,3.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
'LAKES_ENTRANCE',-37.88,147.97,1976,2017,6.97,4.35,10.43,1.18,0.67,NaN,NaN,199.08,16.54,-1.53,NaN,2.15,NaN,0.90,NaN,-1.17,NaN,,,,,
'HANASAKI',43.28,145.58,1902,1974,4.40,1.25,32.58,4.50,0.14,NaN,NaN,314.21,29.59,-0.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
'CHARLOTTE_AMALIE',18.34,-64.92,1977,2017,6.00,3.72,7.84,0.71,0.77,-0.27,NaN,262.76,6.98,-0.99,NaN,0.84,NaN,-2.14,1,0.02,NaN,,,,,
'MANGALORE__PANAMBURU_',12.92,74.80,1978,2017,11.55,7.92,14.52,1.37,0.80,NaN,NaN,26.24,3.31,-3.38,1,-0.22,NaN,-2.08,1,-2.67,1,,,,,
'TOBA_II',34.49,136.82,1980,2017,12.86,10.08,16.07,1.21,0.80,-0.12,NaN,229.64,3.77,3.47,1,0.83,NaN,-0.50,NaN,1.15,NaN,,,,,
'KAMINATO_II__HATIZYO_SIMA_',33.13,139.80,1980,2017,13.80,1.38,26.91,4.79,0.51,-0.01,NaN,253.31,28.85,2.15,NaN,9.54,NaN,-5.52,NaN,-9.03,NaN,,,,,
'RAROTONGA',-21.20,-159.77,1979,2012,3.03,0.33,5.48,1.02,0.55,-0.10,NaN,47.37,23.50,-1.60,NaN,-1.38,NaN,0.71,NaN,1.78,NaN,,,,,
'PORT_VENDRES',42.52,3.11,1980,2017,4.72,1.59,7.30,1.28,0.65,NaN,NaN,267.59,17.55,3.42,1,3.04,NaN,0.77,NaN,1.75,NaN,,,,,
'SANTA_CRUZ',-0.75,-90.32,1981,2016,4.38,0.57,8.35,1.77,0.53,0.40,NaN,93.89,27.62,-1.92,NaN,-4.01,1,3.86,1,-2.53,NaN,,,,,
'CAPE_FERGUSON',-19.28,147.06,1982,2017,10.48,8.86,12.55,0.81,0.84,0.09,NaN,70.55,5.22,-1.34,NaN,1.75,NaN,-1.92,1,-2.66,1,,,,,
'BROUWERSHAVENSE_GAT',51.75,3.81,1982,2017,7.94,5.15,10.07,1.07,0.79,0.14,NaN,293.18,9.57,1.26,NaN,-1.14,NaN,-1.05,NaN,-2.50,1,,,,,
'KAOHSIUNG',22.62,120.27,1906,1970,13.66,4.02,48.16,6.34,0.28,NaN,NaN,222.88,24.75,10.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
'BOTANY_BAY',-33.98,151.22,1983,2017,4.01,0.94,6.15,1.21,0.65,0.84,1,144.07,20.72,1.49,NaN,-0.82,NaN,2.02,NaN,-0.81,NaN,,,,,
'PORTLAND',-38.34,141.61,1984,2017,6.90,3.68,9.31,1.13,0.74,0.11,NaN,181.99,11.83,-1.92,NaN,1.80,NaN,1.23,NaN,-0.55,NaN,,,,,
'NEWHAVEN',50.78,0.06,1984,2017,6.96,4.80,12.13,1.19,0.57,-0.72,1,298.33,9.75,6.34,NaN,5.11,NaN,-8.52,1,6.48,NaN,,,,,
'HORTA',38.53,-28.63,1907,1994,3.50,0.25,6.85,1.27,0.51,NaN,NaN,270.67,32.84,0.50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
'BORYEONG',36.41,126.49,1988,2017,18.95,16.00,22.05,1.15,0.86,0.54,NaN,213.34,1.79,0.00,NaN,-0.09,NaN,2.37,1,-1.67,1,,,,,
'ANHEUNG',36.67,126.13,1989,2017,18.33,16.78,19.98,0.74,0.92,0.45,1,213.69,2.17,-1.02,NaN,1.08,NaN,-0.48,NaN,-2.51,1,,,,,
'XI_SHA',16.83,112.33,1991,2017,9.97,7.54,11.79,0.84,0.85,0.01,NaN,198.28,7.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
'TANJONG_PAGAR',1.27,103.85,1991,2017,13.10,11.71,14.58,0.66,0.90,0.60,1,359.20,3.13,-1.97,1,-0.85,NaN,-0.07,NaN,-0.85,NaN,,,,,
'L_ESTARTIT',42.05,3.21,1992,2017,5.74,3.71,8.38,1.01,0.68,-1.06,1,260.03,10.72,1.53,NaN,0.85,NaN,-1.26,NaN,0.58,NaN,,,,,
'MAR_DEL_PLATA',-38.05,-57.55,1912,1944,6.87,0.59,9.35,1.60,0.73,NaN,NaN,70.27,16.88,-2.95,1,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
'WINTER_HARBOUR',50.52,-128.03,1991,2017,14.18,10.63,18.62,1.76,0.76,-0.79,NaN,7.11,5.14,2.52,NaN,-3.47,1,4.93,1,2.27,NaN,,,,,
'BOUCAU',43.53,-1.51,1969,2017,4.38,0.05,9.47,1.71,0.46,-0.40,1,357.88,38.78,0.59,NaN,0.05,NaN,4.84,1,0.62,NaN,,,,,
'COMODORO_RIVADAVIA',-45.87,-67.48,1914,1978,5.30,0.09,14.09,2.89,0.38,NaN,NaN,56.93,30.41,1.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
'MALMO',55.62,13.03,1926,1960,9.02,1.99,13.75,2.58,0.66,NaN,NaN,263.07,13.32,4.09,1,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
'LEIXOES_II',41.19,-8.70,1892,2006,3.67,0.35,11.94,1.88,0.31,0.93,1,332.82,39.56,2.80,NaN,0.40,NaN,1.54,NaN,-0.28,NaN,,,,,
'VENEZIA__DIGA_SUD_DI_LIDO_',45.35,12.38,1919,1985,3.86,0.49,5.96,1.28,0.65,NaN,NaN,296.70,25.37,-2.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
'CASCAIS_A',38.69,-9.42,1961,2003,3.45,1.89,5.47,0.96,0.63,0.65,1,281.76,19.24,-0.50,NaN,2.79,1,1.68,1,-1.82,NaN,,,,,
'CRISTOBAL_A',9.36,-79.92,1909,2012,3.05,1.44,4.88,0.63,0.62,0.04,NaN,293.45,11.66,-1.31,NaN,2.02,1,-0.56,NaN,-0.38,NaN,,,,,
'BAY_WAVELAND_YACHT_CLUB_II',30.33,-89.33,1980,2017,9.28,5.48,13.27,1.95,0.70,NaN,NaN,228.65,11.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
'CORRAL_II',-39.88,-73.42,1987,2017,5.79,1.47,10.22,1.73,0.57,0.62,1,171.16,20.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
'SAINT_GILDAS',47.14,-2.25,1964,2014,5.24,1.45,10.51,1.69,0.50,-0.09,NaN,327.91,23.39,4.76,1,-0.65,NaN,-1.51,NaN,0.21,NaN,,,,,
'LA_LIBERTAD_III',-2.20,-80.92,1952,2016,2.38,0.07,5.19,1.17,0.46,0.11,NaN,86.43,42.50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
'NEVELSK',46.68,141.92,1925,1988,3.08,0.16,5.15,1.13,0.60,NaN,NaN,277.65,18.01,-0.84,NaN,1.40,NaN,-2.73,1,0.49,NaN,,,,,
'NESEBAR',42.63,27.77,1926,1994,5.42,1.28,10.20,1.79,0.53,-1.13,NaN,147.00,24.83,5.78,1,-3.18,NaN,8.74,1,0.89,NaN,,,,,
'BANGKOK_BAR',13.45,100.60,1928,2017,15.34,8.11,19.44,2.34,0.79,-2.52,1,9.42,7.60,-3.98,NaN,-7.12,1,-3.92,1,-8.50,1,,,,,
'VLADIVOSTOK',43.15,131.88,1928,1983,15.36,12.63,17.35,0.92,0.89,NaN,NaN,205.46,4.15,0.50,NaN,1.47,NaN,0.78,NaN,-0.11,NaN,,,,,
'SOKHUMI',42.98,41.02,1928,1983,7.72,2.68,12.48,2.17,0.62,NaN,NaN,157.13,20.24,1.58,NaN,-2.55,NaN,6.12,1,-1.33,NaN,,,,,
'POINT_LONSDALE__PORT_PHILLIP_HEADS',-38.29,144.61,1930,2017,5.84,3.54,8.34,0.94,0.70,0.19,NaN,175.83,14.28,-1.42,NaN,-0.50,NaN,0.67,NaN,-0.19,NaN,,,,,
'ZIERIKZEE',51.63,3.92,1874,1984,6.80,3.27,10.32,1.31,0.66,NaN,NaN,279.69,23.69,0.60,NaN,-3.65,1,1.26,NaN,0.60,NaN,,,,,
'BROUWERSHAVEN',51.73,3.90,1874,1966,6.87,3.52,10.88,1.48,0.63,NaN,NaN,277.77,19.80,1.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
'MIAMI_BEACH',25.77,-80.13,1933,1978,8.63,6.78,10.65,0.76,0.81,NaN,NaN,276.59,7.28,-1.86,NaN,NaN,NaN,-0.33,NaN,-2.08,1,,,,,
'THEVENARD',-32.15,133.64,1936,2017,8.11,5.72,10.99,0.98,0.74,0.06,NaN,169.51,10.09,-1.80,NaN,1.83,NaN,1.16,NaN,1.00,NaN,,,,,
'VENTSPILS',57.40,21.55,1875,1934,10.41,2.68,17.99,3.77,0.58,NaN,NaN,282.66,17.73,0.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
'ANTALYA',36.88,30.70,1937,1975,7.65,3.82,21.97,3.25,0.35,NaN,NaN,254.07,17.41,-3.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
'KARSIYAKA_IZMIR',38.40,27.17,1938,1968,2.77,0.15,5.40,0.99,0.51,NaN,NaN,258.58,36.70,-1.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
'SAUGOR_SAGAR',21.65,88.05,1939,1986,25.13,20.93,29.68,2.00,0.85,NaN,NaN,231.81,4.12,-7.63,1,-6.03,1,3.31,1,0.51,NaN,,,,,
'PUNTA_DEL_ESTE',-34.97,-54.95,1940,1991,7.46,3.70,11.16,1.58,0.67,NaN,NaN,103.33,17.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
'PORT_ADELAIDE__OUTER__II',-34.78,138.48,1943,1988,7.28,5.44,10.01,1.00,0.73,NaN,NaN,177.00,11.32,1.08,NaN,-1.56,NaN,1.63,NaN,1.76,NaN,,,,,
'RUDNAYA_PRISTAN',44.30,135.85,1942,1983,9.15,7.55,11.58,0.97,0.79,NaN,NaN,205.60,6.82,-0.25,NaN,1.95,1,1.06,NaN,-1.25,NaN,,,,,
'BUENAVENTURA',3.90,-77.10,1943,2012,8.50,0.56,18.32,2.88,0.46,0.50,NaN,249.19,16.80,1.55,NaN,12.56,1,5.11,1,-2.01,NaN,,,,,
'MATARANI',-17.00,-72.12,1943,1986,4.82,2.34,9.44,1.34,0.51,NaN,NaN,73.35,14.61,-5.07,NaN,2.20,NaN,0.24,NaN,-4.25,NaN,,,,,
'LA_ROCHELLE_LA_PALLICE',46.16,-1.22,1943,2017,4.23,1.11,9.99,1.57,0.42,NaN,NaN,315.98,40.02,1.01,NaN,1.37,NaN,-2.37,1,-20.35,NaN,,,,,
'PUERTO_MONTT',-41.49,-72.96,1944,2017,3.48,0.55,6.27,1.27,0.55,-0.03,NaN,149.29,45.12,13.41,NaN,-4.99,NaN,-1.16,NaN,-5.92,1,,,,,
'TALARA',-4.62,-81.28,1944,1981,4.42,1.07,8.59,1.34,0.51,NaN,NaN,88.12,33.26,-0.02,NaN,-1.67,NaN,-1.12,NaN,-0.92,NaN,,,,,
'BUESUM',54.13,8.85,1946,1984,11.63,5.68,17.07,2.70,0.68,NaN,NaN,286.59,12.89,-2.05,NaN,-1.77,NaN,-3.26,NaN,4.69,1,,,,,
'KHOLMSK',47.03,142.05,1949,1988,4.00,2.01,6.10,0.63,0.66,NaN,NaN,256.06,15.91,0.68,NaN,2.09,1,0.93,NaN,-0.33,NaN,,,,,
'WARNEMUNDE',54.18,12.08,1884,1978,7.25,0.38,84.32,8.75,0.09,NaN,NaN,244.35,26.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
'INNOKENTIEVKA',48.62,140.15,1949,1985,6.73,4.24,9.09,0.89,0.74,NaN,NaN,222.94,8.00,0.20,NaN,0.83,NaN,0.85,NaN,0.40,NaN,,,,,
'WISMAR',53.90,11.47,1884,1978,6.72,0.83,54.38,6.91,0.12,NaN,NaN,231.13,28.89,-7.43,NaN,1.11,NaN,0.55,NaN,4.72,1,,,,,
'MARIENLEUCHTE',54.50,11.25,1884,1941,5.50,2.27,9.76,1.69,0.56,NaN,NaN,243.16,13.48,-1.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
'NAKHODKA',42.88,132.90,1950,1983,12.22,9.98,13.53,0.87,0.90,NaN,NaN,206.06,4.41,0.96,NaN,1.65,NaN,0.64,NaN,-0.03,NaN,,,,,
'SOV__GAVAN',48.95,140.27,1950,1977,6.54,3.44,8.63,1.17,0.76,NaN,NaN,214.85,8.54,0.35,NaN,1.20,NaN,-0.44,NaN,1.39,NaN,,,,,
'ARKONA',54.68,13.43,1884,1933,7.02,2.50,13.46,2.41,0.52,NaN,NaN,271.44,14.15,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
'LAS_PALMAS_C__PUERTO_DE_LA_LUZ_',28.15,-15.41,1951,2016,3.94,0.26,6.82,0.95,0.58,0.31,1,243.54,29.77,-0.63,NaN,1.29,NaN,0.20,NaN,1.25,NaN,,,,,
'SANTA_CRUZ_DE_LA_PALMA_B',28.67,-17.77,1951,2016,4.73,2.26,6.95,1.04,0.68,NaN,NaN,252.30,17.41,1.11,NaN,-0.69,NaN,-0.55,NaN,2.83,1,,,,,
'CUMANA',10.47,-64.20,1951,1994,7.62,5.28,10.65,1.39,0.72,NaN,NaN,274.84,4.84,-0.34,NaN,1.29,NaN,-2.20,1,-0.97,NaN,,,,,
'BORKUM__SUEDSTRAND_',53.58,6.67,1951,1984,11.61,7.43,15.54,1.81,0.75,NaN,NaN,284.10,10.90,-0.37,NaN,-3.55,NaN,-2.10,NaN,4.73,1,,,,,
'KOLKASRAGS',57.80,22.63,1886,1934,11.24,4.71,17.85,3.62,0.63,NaN,NaN,278.66,16.09,1.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
'MALYE_KARMAKULY',72.37,52.70,1952,2003,7.37,1.29,13.21,2.28,0.56,-1.00,NaN,320.57,37.23,-1.33,NaN,7.20,1,-6.77,1,2.42,NaN,,,,,
'STERLEGOVA__STERLEGOVA_MYS_',75.42,88.90,1952,2017,8.77,2.48,15.17,2.77,0.58,0.15,NaN,295.86,21.59,0.75,NaN,-1.60,NaN,-0.35,NaN,3.62,NaN,,,,,
'WILHELMSHAVEN',53.53,8.12,1952,1984,11.33,5.94,15.37,2.06,0.74,NaN,NaN,286.36,10.12,-1.92,NaN,-2.00,NaN,-3.04,NaN,4.96,1,,,,,
'POSIET',42.65,130.78,1952,1983,16.40,14.07,19.65,1.38,0.83,NaN,NaN,204.95,3.98,0.57,NaN,1.13,NaN,2.27,1,-1.09,NaN,,,,,
'TUMACO',1.83,-78.73,1954,2012,9.16,0.23,41.91,8.98,0.22,1.58,NaN,233.68,43.73,0.41,NaN,-0.34,NaN,10.75,NaN,-2.58,NaN,,,,,
'KOTELNYI__KOTELNYI_OSTROV_',76.00,137.87,1953,2017,10.82,1.80,16.85,2.87,0.64,-0.93,NaN,265.86,12.41,3.47,NaN,-0.57,NaN,0.06,NaN,7.78,1,,,,,
'MUOSTAH___MUOSTAH_OSTROV_',71.55,130.03,1953,1993,12.36,5.44,16.86,2.07,0.73,-0.52,NaN,222.44,18.31,-0.25,NaN,-1.62,NaN,2.83,NaN,-3.84,NaN,,,,,
'BOLVANSKII_NOS__FEDOROVA_',70.45,59.08,1953,2016,8.54,1.84,15.18,3.10,0.56,NaN,NaN,230.89,40.06,-5.24,NaN,-1.91,NaN,-0.47,NaN,-1.82,NaN,,,,,
'RUSSKII__RUSSKII_OSTROV_',77.17,96.43,1953,1991,5.26,0.86,10.54,1.83,0.50,NaN,NaN,285.21,25.12,-3.81,1,1.99,NaN,3.21,NaN,-0.57,NaN,,,,,
'HUSUM',54.48,9.07,1953,1984,13.73,6.66,19.25,2.76,0.71,NaN,NaN,301.40,9.99,-2.71,NaN,-0.59,NaN,-1.02,NaN,3.97,NaN,,,,,
'HELGOLAND_2',54.15,7.87,1953,1984,11.91,6.61,16.33,2.26,0.73,NaN,NaN,285.44,10.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
'IZUHARA',34.20,129.30,1953,1981,17.46,15.69,19.48,0.78,0.90,NaN,NaN,234.57,2.79,0.91,NaN,-0.54,NaN,0.77,NaN,0.66,NaN,,,,,
'BURNIE',-41.05,145.92,1954,2017,3.83,0.54,7.77,1.41,0.49,-0.27,NaN,149.99,21.90,1.90,1,1.47,NaN,0.12,NaN,0.32,NaN,,,,,
'ST__HELIER__JERSEY_',49.18,-2.12,1954,2017,4.98,1.45,7.94,1.36,0.63,NaN,NaN,298.49,26.46,-1.61,NaN,-0.44,NaN,1.03,NaN,1.23,NaN,,,,,
'VERACRUZ',19.18,-96.12,1955,2010,6.72,4.72,9.62,0.99,0.70,0.56,1,285.64,9.14,-3.67,1,0.20,NaN,-0.42,NaN,-3.00,1,,,,,
'LA_GUAIRA',10.62,-66.93,1955,1995,6.48,2.93,8.99,1.47,0.72,0.17,NaN,269.90,4.46,-3.42,1,3.26,1,-1.61,NaN,-5.09,1,,,,,
'AMUAY',11.75,-70.22,1955,1995,8.25,5.11,10.42,1.22,0.79,NaN,NaN,265.75,5.74,-1.23,NaN,-3.21,1,1.77,1,-3.01,NaN,,,,,
'LA_PUNTA',-12.08,-77.18,1956,1981,3.85,0.45,6.91,1.36,0.56,NaN,NaN,85.13,33.52,0.18,NaN,0.71,NaN,0.46,NaN,2.51,NaN,,,,,
'HARWICH',51.95,1.29,1956,2017,6.95,5.72,8.11,0.49,0.86,NaN,NaN,283.83,7.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
'LA_PALOMA',-34.65,-54.15,1957,2017,8.81,4.92,13.16,1.77,0.67,NaN,NaN,96.02,21.47,-5.74,1,2.13,NaN,0.91,NaN,-3.41,NaN,,,,,
'BLYTH',55.12,-1.48,1957,1985,7.36,3.47,12.82,1.23,0.57,NaN,NaN,298.57,12.98,2.34,NaN,-2.42,NaN,3.79,1,8.64,1,,,,,
'CIUDAD_DEL_CARMEN',18.63,-91.85,1958,1988,7.90,4.97,11.18,1.46,0.71,NaN,NaN,313.31,8.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
'LORD_HOWE_ISLAND',-31.52,159.07,1959,2017,8.37,0.69,17.43,4.06,0.48,1.84,NaN,82.81,29.82,4.65,NaN,-2.63,NaN,3.18,NaN,1.04,NaN,,,,,
'PORT_KEMBLA',-34.47,150.91,1960,2017,4.08,1.93,5.88,0.91,0.69,0.54,1,142.76,15.67,0.37,NaN,-2.07,1,0.33,NaN,-0.14,NaN,,,,,
'QUEPOS',9.40,-84.17,1959,1992,4.21,1.12,7.08,1.08,0.59,0.83,1,256.74,20.70,-0.62,NaN,1.95,NaN,-2.68,1,-2.15,NaN,,,,,
'REPOSAARI',61.62,21.45,1891,1924,9.56,1.95,20.49,2.75,0.47,NaN,NaN,308.36,34.73,-3.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
'SOPOCHNAIA_KARGA',71.87,82.70,1960,2017,10.04,1.80,17.34,3.69,0.58,0.44,NaN,189.35,25.57,-4.59,NaN,-1.19,NaN,-3.77,NaN,1.40,NaN,,,,,
'WILLIAMSTOWN',-37.87,144.92,1896,2017,3.75,1.00,6.54,1.10,0.57,0.20,1,177.77,22.80,0.52,NaN,0.03,NaN,0.85,NaN,0.30,NaN,,,,,
'DARWIN',-12.47,130.85,1961,2017,11.76,8.63,16.72,1.68,0.70,0.91,1,39.13,6.99,3.71,1,1.35,NaN,-4.96,1,-2.25,NaN,,,,,
'TONOURA',34.90,132.07,1896,1981,18.39,15.48,20.41,0.89,0.90,NaN,NaN,234.11,2.72,1.92,1,0.58,NaN,0.03,NaN,0.84,NaN,,,,,
'COCOS_ISLAND__HOME_IS__',-12.12,96.89,1964,2017,10.18,5.83,13.85,1.66,0.74,0.69,1,277.75,6.34,-7.40,1,-0.01,NaN,-0.01,NaN,-7.42,1,,,,,
